Student ID,GPA,SAT Score,Charisma Score,Accepted
9000821406,3.73,1545,4,True
9000114194,3.1,734,8,True
9000021212,3.05,1437,4,True
9000114958,2.7,1515,1,True
9000220727,3.89,1529,10,True
9000215470,3.01,1240,2,True
9000512226,2.29,745,8,True
9000268450,3.93,938,3,True
9000615250,3.82,1264,9,True
9000219642,2.73,1393,5,True
9000148305,2.2,1567,7,True
9000739236,3.76,643,5,False
9000219378,2.31,1538,3,True
9000859447,2.11,1292,4,True
9000239230,3.46,1366,3,True
9000006610,2.6,1576,3,True
9000729853,2.66,769,4,False
9000823063,3.0,684,4,False
9000905528,2.38,902,3,True
9000454550,2.45,907,9,True
9000745096,3.55,1401,7,True
9000904924,2.59,1133,3,True
9000977994,3.56,1056,9,True
9000329865,1.74,970,4,False
9000627444,2.69,1050,3,True
9000386500,2.6,1513,5,True
9000693644,3.68,1043,5,True
9000130637,3.4,1542,2,True
9000918269,3.96,1579,2,True
9000702767,3.69,1235,3,True
9000664387,3.38,1581,3,True
9000257691,2.0,1327,3,True
9000485161,3.6,1018,4,True
9000472856,1.61,1128,1,False
9000197033,2.5,651,4,False
9000407740,3.25,1227,6,True
9000115961,3.22,1449,9,True
9000868649,2.14,1237,10,True
9000692082,3.92,1584,10,True
9000909337,2.95,1319,2,True
9000275221,1.85,1089,4,False
9000083221,3.96,1041,10,True
9000000362,2.76,802,1,False
9000085868,2.88,996,4,True
9000551109,2.02,1248,8,True
9000640873,3.24,1366,10,True
9000063278,3.9,707,10,True
9000207968,3.99,1444,5,True
9000080574,2.88,619,7,False
9000627974,2.96,652,1,False
9000707345,1.91,1082,4,False
9000053784,1.86,871,6,False
9000356747,3.43,1038,9,True
9000125816,3.36,1484,9,True
9000264297,3.86,790,8,True
9000666010,2.69,1189,8,True
9000594613,1.77,1427,6,False
9000360206,2.3,822,9,True
9000672901,3.64,658,1,False
9000338420,1.77,706,8,True
9000649507,3.24,691,2,False
9000844071,1.67,819,1,False
9000121865,3.39,894,9,True
9000028720,3.25,1331,6,True
9000815512,2.19,1523,8,True
9000948348,3.2,877,7,False
9000094750,2.45,1487,1,True
9000409668,2.0,1184,2,True
9000982345,1.93,1320,7,False
9000852127,3.83,928,3,True
9000950253,3.73,1332,5,True
9000088338,2.76,782,6,False
9000433491,3.39,1458,6,True
9000710188,2.29,1600,8,True
9000738570,2.38,1250,7,True
9000534164,2.1,1024,10,True
9000995414,3.71,1039,3,True
9000227190,3.49,642,6,False
9000506665,3.74,892,1,False
9000693365,3.29,1435,8,True
9000271720,3.81,1521,7,True
9000754072,1.67,1379,3,False
9000042173,3.2,1366,5,True
9000557107,3.45,1534,10,True
9000590549,2.15,1143,4,True
9000395974,2.1,1263,8,True
9000190801,3.15,1074,9,True
9000368051,3.93,1334,4,True
9000818365,1.74,699,1,False
9000544295,3.87,815,1,False
9000725416,3.41,760,6,False
9000129249,2.67,1113,3,True
9000807823,1.9,1085,5,False
9000740284,3.21,1325,6,True
9000505279,3.62,1535,5,True
9000014350,2.19,1341,1,True
9000777190,3.21,1265,3,True
9000471957,2.65,742,8,True
9000576807,3.32,602,7,False
9000683847,3.66,1499,5,True
9000884765,3.4,1317,10,True
9000187394,1.59,652,1,False
9000958548,1.59,629,1,False
9000790015,3.85,881,10,True
9000653516,1.59,664,2,False
9000537393,2.42,1166,7,True
9000275480,2.93,1565,3,True
9000987172,3.15,1392,7,True
9000237854,1.96,870,9,True
9000410431,2.99,776,5,False
9000729104,2.75,1294,1,True
9000002673,2.83,990,5,True
9000150459,3.34,796,9,True
9000532312,1.66,1563,4,False
9000000374,3.99,1255,2,True
9000470002,1.59,1308,10,True
9000686118,3.34,989,8,True
9000991690,3.45,1559,4,True
9000021053,1.9,661,2,False
9000287636,2.59,643,9,True
9000455175,2.06,1558,6,True
9000201227,2.61,1307,4,True
9000864487,3.77,1595,4,True
9000655155,3.87,956,5,True
9000677988,2.56,963,4,True
9000343473,3.53,942,5,True
9000480554,2.56,1093,1,True
9000226618,3.03,1121,10,True
9000580800,2.95,1119,2,True
9000968172,2.03,786,7,False
9000920620,2.1,872,9,True
9000880809,3.22,1022,3,True
9000010000,1.83,610,6,False
9000869429,2.53,1492,5,True
9000368947,2.42,624,5,False
9000004827,2.09,619,3,False
9000903651,3.74,1515,10,True
9000494278,2.76,1483,8,True
9000750576,3.7,1588,9,True
9000841268,1.72,1435,2,False
9000245154,3.35,1396,1,True
9000511419,3.0,1485,5,True
9000039341,3.86,1081,1,True
9000474204,3.64,807,5,False
9000701716,2.37,901,8,True
9000308492,2.48,610,6,False
9000973550,2.42,1396,7,True
9000874734,2.95,1115,10,True
9000454598,3.79,909,2,True
9000667040,2.56,1304,1,True
9000453487,1.57,947,1,False
9000300901,2.15,1392,5,True
9000920352,2.74,902,10,True
9000805420,2.04,1142,10,True
9000457181,2.38,1148,8,True
9000469947,3.39,1162,9,True
9000192937,2.37,1195,3,True
9000216541,3.76,1179,1,True
9000421327,2.0,889,2,False
9000402962,1.92,759,10,True
9000352893,2.48,620,6,False
9000777911,2.59,1172,3,True
9000130480,3.62,871,2,False
9000599790,3.66,760,9,True
9000850651,3.1,1561,10,True
9000587400,2.75,1413,3,True
9000390440,3.8,993,7,True
9000857248,1.82,700,5,False
9000998406,2.54,1138,3,True
9000826352,3.53,1485,8,True
9000091171,3.76,1055,4,True
9000297189,2.3,1600,9,True
9000297576,1.94,1417,2,False
9000772160,2.66,810,9,True
9000916524,3.6,1415,7,True
9000525763,3.26,1029,7,True
9000175207,3.6,1259,6,True
9000334276,2.6,1167,2,True
9000540984,2.02,1420,3,True
9000382749,3.97,818,10,True
9000411291,2.07,927,6,True
9000406054,2.65,1257,9,True
9000753358,3.5,875,4,False
9000314704,3.95,884,2,False
9000508778,3.86,956,6,True
9000714171,1.6,913,5,False
9000063514,3.58,1076,7,True
9000435394,2.48,960,9,True
9000873965,2.77,828,7,False
9000448331,2.01,1069,6,True
9000582900,3.99,1041,7,True
9000650107,1.75,660,8,True
9000492640,3.47,1170,7,True
9000732440,3.37,1052,2,True
9000363628,1.82,1168,9,True
9000407383,1.62,1571,2,False
9000415175,2.6,1532,4,True
9000315153,3.4,1491,10,True
9000062143,2.64,1515,7,True
9000730370,3.45,1127,3,True
9000732081,1.84,639,1,False
9000197247,3.35,1060,6,True
9000015867,3.94,902,2,True
9000092872,3.72,782,2,False
9000460563,1.89,1387,5,False
9000441135,2.97,896,2,False
9000291120,2.1,1303,9,True
9000879455,1.7,664,10,True
9000105058,2.02,996,8,True
9000813669,3.78,852,8,True
9000077718,2.65,1579,7,True
9000316524,2.5,984,4,True
9000890266,3.61,1539,10,True
9000095399,2.89,1148,6,True
9000464573,3.92,1046,6,True
9000910003,2.34,807,3,False
9000796488,2.79,838,5,False
9000503796,2.23,1429,8,True
9000826204,1.68,1147,1,False
9000455081,2.73,1303,9,True
9000727026,3.54,949,10,True
9000622703,3.77,1251,9,True
9000576527,2.68,1227,9,True
9000435229,2.37,896,5,False
9000857725,3.06,1460,6,True
9000739713,3.95,1168,3,True
9000126540,2.32,897,4,False
9000647454,3.83,1148,5,True
9000339765,2.5,1114,3,True
9000207865,3.97,675,10,True
9000186485,3.31,965,5,True
9000655560,1.85,1328,5,False
9000252564,2.55,778,8,True
9000817672,3.23,1583,4,True
9000156510,3.3,1240,10,True
9000080249,2.04,844,5,False
9000521746,3.95,806,2,False
9000515917,2.1,1490,10,True
9000208037,1.72,1399,10,True
9000886877,1.64,1065,10,True
9000071767,2.1,1078,4,True
9000102988,2.34,946,6,True
9000127767,1.94,905,8,True
9000028965,3.4,1557,7,True
9000018034,2.53,801,2,False
9000208717,2.22,1443,6,True
9000068395,1.51,1262,9,True
9000490856,3.34,1149,8,True
9000376930,1.64,911,1,False
9000538633,3.66,1469,6,True
9000085927,3.76,1193,5,True
9000698833,1.98,1583,1,False
9000365933,3.67,1253,5,True
9000031322,3.0,1312,8,True
9000933329,3.01,842,1,False
9000684125,3.03,1113,10,True
9000478502,2.58,1526,7,True
9000405582,3.77,1568,1,True
9000603962,2.88,872,3,False
9000515060,1.52,1072,2,False
9000023804,3.35,1489,1,True
9000541962,1.68,1289,1,False
9000842875,3.71,1447,8,True
9000090447,1.9,677,1,False
9000717735,1.81,1194,7,False
9000076191,3.81,1564,6,True
9000023028,2.87,981,7,True
9000695704,2.15,879,9,True
9000935963,3.11,788,9,True
9000187655,3.61,639,10,True
9000534312,1.93,1463,2,False
9000337670,1.94,789,7,False
9000496673,1.59,1215,4,False
9000123169,2.31,1086,4,True
9000310330,2.19,1584,7,True
9000807580,1.66,903,10,True
9000834895,2.93,784,3,False
9000464690,3.75,1058,9,True
9000079770,2.51,1064,5,True
9000920496,2.19,1055,5,True
9000339330,1.55,1148,9,True
9000212863,2.0,1212,10,True
9000401177,2.89,946,8,True
9000354709,2.73,1222,5,True
9000984973,3.62,1229,5,True
9000868645,1.97,1255,7,False
9000969381,1.58,1271,10,True
9000283736,2.19,1331,4,True
9000354453,2.73,1396,7,True
9000780051,2.95,880,2,False
9000530537,2.07,1249,7,True
9000675657,3.81,660,4,False
9000963005,4.0,1526,8,True
9000456600,3.31,860,5,False
9000927503,2.83,1129,9,True
9000625545,1.84,1098,3,False
9000143571,3.65,1113,3,True
9000718988,2.93,989,4,True
9000815844,3.85,1176,2,True
9000368508,2.63,1488,9,True
9000230381,2.84,639,7,False
9000309223,1.9,1030,4,False
9000647257,2.63,1096,8,True
9000634789,3.24,1537,1,True
9000643285,3.38,1238,6,True
9000562589,2.91,644,5,False
9000420322,3.82,869,4,False
9000786211,2.23,894,8,True
9000592471,3.01,753,1,False
9000316160,1.59,1459,8,True
9000575456,3.47,667,2,False
9000315435,2.96,953,10,True
9000097415,2.07,634,10,True
9000569568,1.77,1590,9,True
9000075436,2.66,795,3,False
9000371483,2.29,938,4,True
9000798715,2.77,1367,1,True
9000576877,3.11,1149,3,True
9000553012,1.63,854,4,False
9000922836,3.35,1268,4,True
9000713004,3.41,1583,8,True
9000549719,3.48,1059,2,True
9000351752,3.35,1152,9,True
9000680477,2.4,1127,8,True
9000593610,2.99,1119,9,True
9000536366,1.64,895,2,False
9000778316,3.46,688,7,False
9000879668,3.18,716,8,True
9000292826,2.34,1598,1,True
9000668494,2.72,941,3,True
9000664795,3.45,652,5,False
9000714296,3.77,622,6,False
9000968514,1.61,746,3,False
9000502110,1.9,1102,2,False
9000744240,2.92,1195,6,True
9000509569,3.58,693,8,True
9000222843,3.67,1132,9,True
9000894831,2.6,1094,1,True
9000414887,3.69,914,4,True
9000904564,2.96,761,4,False
9000452034,3.72,639,7,False
9000733050,1.61,751,1,False
9000246839,3.64,975,6,True
9000143124,2.68,1582,3,True
9000493209,2.37,1054,4,True
9000392966,2.64,1453,9,True
9000739243,3.65,710,5,False
9000744219,2.24,799,1,False
9000669937,2.61,1074,6,True
9000307237,3.16,1419,2,True
9000007539,2.56,780,1,False
9000665487,2.96,638,8,True
9000926975,1.64,1553,6,False
9000673296,1.7,1588,4,False
9000259577,3.28,1018,10,True
9000173035,1.91,1142,6,False
9000824492,2.16,897,6,False
9000568513,3.09,1242,6,True
9000667259,2.22,982,9,True
9000555041,3.62,1422,5,True
9000096111,1.73,1317,7,False
9000104641,2.15,979,10,True
9000885144,1.55,915,5,False
9000319909,3.31,671,10,True
9000663043,2.44,988,9,True
9000861059,2.16,797,5,False
9000798518,2.35,738,9,True
9000562138,2.87,1085,3,True
9000181982,1.69,692,1,False
9000526952,3.62,930,4,True
9000458600,1.64,1290,8,True
9000992646,2.64,1505,10,True
9000383886,3.4,889,7,False
9000014015,1.88,1040,9,True
9000588394,3.61,1584,7,True
9000689270,1.66,832,2,False
9000811861,3.22,1297,6,True
9000763500,3.37,1331,5,True
9000167987,3.58,945,8,True
9000530123,1.98,1298,1,False
9000550428,3.81,1271,6,True
9000743182,1.56,1411,9,True
9000886325,1.68,826,3,False
9000840071,2.31,1018,1,True
9000650842,2.24,1077,7,True
9000151966,3.41,1450,3,True
9000938197,2.91,1476,4,True
9000545480,2.81,832,1,False
9000104421,2.38,1336,1,True
9000054065,3.8,1377,9,True
9000467694,2.11,766,7,False
9000828653,2.1,1101,8,True
9000080312,3.61,997,8,True
9000146494,1.67,1334,9,True
9000626218,3.48,914,10,True
9000891819,3.96,1292,10,True
9000543037,3.07,1306,2,True
9000371303,2.85,806,6,False
9000639869,3.95,1445,4,True
9000812519,3.07,852,10,True
9000024150,1.52,1547,1,False
9000457009,3.03,1224,9,True
9000123897,2.42,728,1,False
9000046670,3.15,1319,8,True
9000740355,1.56,877,4,False
9000625499,1.53,813,8,True
9000160445,2.26,662,3,False
9000757302,2.87,1400,2,True
9000521458,2.67,805,6,False
9000935789,3.87,868,2,False
9000973704,3.53,842,3,False
9000909201,3.95,780,3,False
9000761191,3.99,609,4,False
9000866907,2.45,1260,7,True
9000983936,2.31,918,2,True
9000201649,1.76,908,4,False
9000707533,2.56,1498,1,True
9000135201,3.6,1432,2,True
9000374037,1.64,1289,5,False
9000791014,2.1,880,3,False
9000383275,3.58,1406,7,True
9000480719,3.08,1343,4,True
9000057808,2.58,1311,1,True
9000559875,2.65,1226,3,True
9000476952,3.45,974,9,True
9000166067,3.56,831,5,False
9000662674,2.02,1289,1,True
9000334893,3.2,933,4,True
9000267263,1.96,908,7,False
9000708001,1.79,749,5,False
9000552002,1.76,680,3,False
9000871837,2.0,1100,5,True
9000909618,2.94,1410,4,True
9000731079,2.02,1109,7,True
9000704104,2.99,930,2,True
9000741156,2.94,1422,4,True
9000996781,3.03,1344,1,True
9000000494,2.11,1034,1,True
9000729719,3.11,819,5,False
9000813983,2.89,1032,1,True
9000674458,2.34,1441,2,True
9000094762,2.97,969,4,True
9000010464,1.87,1573,5,False
9000059350,3.94,670,5,False
9000557699,3.63,1328,4,True
9000289012,2.69,739,9,True
9000828446,3.88,1600,4,True
9000898500,3.44,1597,1,True
9000026687,1.83,1475,10,True
9000202750,2.68,1376,6,True
9000351814,2.53,1500,4,True
9000435066,3.26,1498,3,True
9000192307,2.68,1570,7,True
9000458477,2.58,645,9,True
9000205766,3.18,652,5,False
9000795496,1.75,714,7,False
9000961031,2.7,1206,10,True
9000889363,1.92,725,4,False
9000317138,3.35,1280,9,True
9000993000,3.98,1346,5,True
9000892810,3.3,1282,8,True
9000816248,1.5,675,10,True
9000797509,2.13,617,10,True
9000451018,2.64,863,8,True
9000970639,2.02,876,2,False
9000308900,1.86,1596,1,False
9000111729,1.99,1277,3,False
9000975110,1.69,1495,8,True
9000200264,1.73,1253,1,False
9000058383,1.95,1561,5,False
9000781583,2.41,1388,7,True
9000895456,1.62,1567,5,False
9000999928,1.65,1311,5,False
9000106453,3.79,1353,4,True
9000407373,1.94,894,10,True
9000397802,1.53,1462,1,False
9000493751,2.18,1323,4,True
9000126604,3.73,926,6,True
9000205496,2.16,1540,3,True
9000105962,1.53,1005,9,True
9000066602,3.05,768,3,False
9000307103,3.18,952,7,True
9000180281,2.37,1430,3,True
9000870222,1.56,1048,7,False
9000600334,3.71,1501,5,True
9000755957,3.04,613,2,False
9000095563,3.19,1141,9,True
9000260613,2.21,1346,1,True
9000602281,3.3,1163,8,True
9000428698,1.62,1459,7,False
9000437073,3.63,927,4,True
9000721194,3.16,1184,3,True
9000227884,2.06,1040,9,True
9000712586,3.19,1223,4,True
9000859754,2.46,1510,4,True
9000724194,3.85,837,3,False
9000709263,1.8,955,9,True
9000691381,3.47,1486,9,True
9000412145,1.52,1193,9,True
9000474987,2.86,932,3,True
9000834581,2.35,1171,10,True
9000843316,2.39,1452,2,True
9000522557,2.16,1443,10,True
9000395125,3.94,603,2,False
9000704488,3.28,1448,10,True
9000599347,2.64,706,1,False
9000645708,3.09,930,5,True
9000492067,1.65,905,2,False
9000698503,3.63,996,8,True
9000841691,3.99,1168,5,True
9000455497,2.44,755,5,False
9000809184,2.03,1437,2,True
9000670797,1.86,1304,4,False
9000644812,1.87,1492,9,True
9000724346,2.35,765,2,False
9000567688,1.63,767,4,False
9000430596,2.6,932,10,True
9000908326,1.67,1318,9,True
9000145884,2.32,664,2,False
9000101858,3.84,1469,2,True
9000692011,3.33,1311,1,True
9000641513,2.59,1503,4,True
9000609620,2.15,873,8,True
9000125899,2.54,1146,6,True
9000549386,3.34,641,6,False
9000319295,2.16,1489,3,True
9000284748,1.87,819,9,True
9000712720,2.41,791,7,False
9000172757,3.61,1161,10,True
9000420102,2.54,1551,2,True
